FY,FY_StartYear,Stage,Component,Sector,Ministry,Scheme,Allocation_Cr
2023-2024,2023,Budget Estimates,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change","Environmental Education, Awareness and Training",0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change",Environment Information Systems (ENVIS),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change",R and D for Conservation and Development,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change","Environment Education, Awareness, Research and Skill Development",87.4
2023-2024,2023,Budget Estimates,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change",Control of Pollution,756.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,Bhutan,1632.24
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,Afghanistan,200.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,Bangladesh,200.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,Nepal,550.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,Sri Lanka,150.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,Maldives,400.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,Myanmar,400.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,Mongolia,7.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,African Countries,250.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,Eurasian Countries,75.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,Latin American Countries,50.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,Other Developing Countries,150.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,Disaster Relief,5.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,Chabahar Port,100.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,Mauritius,460.79
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,Seychelles,10.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,Support to International Training/Programmes,435.21
2023-2024,2023,Budget Estimates,Revenue,Demand No. 29,Ministry of External Affairs,Aid for Cultural & Heritage Project,5.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 30,Department of Economic Affairs,National Investment and Infrastructure Fund (NIIF),2.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 30,Department of Economic Affairs,Viability Gap Funding,500.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 30,Department of Economic Affairs,Indian Companies,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 30,Department of Economic Affairs,Exim Bank,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 30,Department of Economic Affairs,Lines of Credit under Indian Development and Economic Assistance Scheme (IDEAS),1300.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 30,Department of Economic Affairs,India Infrastructure Project Development Fund (IIPDF),25.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Recapitalization of Public Sector Banks,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Recapitalization of Public Sector Banks (through Bonds),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Subscription to the Share Capital of Export-Import Bank of India,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Recapitalization of Insurance Companies,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Subscription to Share Captial of National Bank for Agricultural and Rural Development (NABARD),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Recapitalization of Regional Rural Banks (RRBs),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Equity Support to Industrial Finance Corporation of India (IFCI),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Grants to ICICI Bank for Externally Aided Components,0.01
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Contribution to Financial Inclusion Fund (FIF) of NABARD to promote AADHAR Enabled Payment System,0.01
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Grants to NABARD to settle the claims under Indo-Swiss Cooperation-VI,0.83
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Subsidy to National Housing Bank for Interest Subvention on Housing Loans,0.01
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Redemption of Securities issued to Stressed Assets Stablization Fund (SASF),0.01
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Grant to National Bank for Financing Infrastructure and Development,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Government Co-contribution to Atal Pension Yojana,521.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Interest Subsidy to LIC for Pension Plan for Senior Citizens,111.47
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Pradhan Mantri Jeevan Jyoti Bima Yojna and Pradhan Mantri Suraksha Bima Yojna (Publicity and Awareness),1.5
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Loan Guarantee Scheme for Covid Affected Sectors (LGSCAS),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Pradhan Mantri Vaya Vandan Yojana (PMVVY),189.7
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Pradhan Mantri Mudra Yojana (PMMY)(through NCGTC),0.01
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Publicity and awareness for Pradhan Mantri Mudra Yojana (PMMY) and other initiatives by MUDRA Ltd.,0.01
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Credit Guarantee Scheme for Micro Finance Institutions (CGSMFI),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Stand-Up India (through NCGTC),0.01
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Publicity and awareness for Stand-Up India and other initiatives by SIDBI,0.01
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Subsidy to small Industries Development Bank of India (SIDBI) on Interest Subvention of 2 percent for prompt repayment of Shishu Loans (subsidies),0.01
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Capital Support to National Bank for Financing lnfrastructure and Development( NaBFID),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Compounded interest support scheme for loan moratorium,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 32,Department of Financial Services,Swavalamban Scheme-Govt. Co-contribution,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 33,Department of Public Enterprises,"Counselling, Retraining and Redeployment (CRR) Scheme",3.4
2023-2024,2023,Budget Estimates,Revenue,Demand No. 33,Department of Public Enterprises,"Research, Development and Consultancy on generic issues related to CPSEs and State Level Public Enterprises",6.51
2023-2024,2023,Budget Estimates,Revenue,Demand No. 37,Indirect Taxes,Onetime payment of Arrears.,4080.59
2023-2024,2023,Budget Estimates,Revenue,Demand No. 37,Indirect Taxes,Remission of Duties and Taxes on Exported Products (RoDTEP),15069.34
2023-2024,2023,Budget Estimates,Revenue,Demand No. 37,Indirect Taxes,Rebate on State and Central Taxes and Levies (RoSCTL),8404.66
2023-2024,2023,Budget Estimates,Revenue,Demand No. 44,Department of Animal Husbandry and Dairying,Livestock Health and Disease Control Programme,2349.71
2023-2024,2023,Budget Estimates,Revenue,Demand No. 44,Department of Animal Husbandry and Dairying,Infrastructure Development Fund,340.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 45,Ministry of Food Processing Industries,Pradhan Mantri Kisan Sampada Yojana,923.24
2023-2024,2023,Budget Estimates,Revenue,Demand No. 45,Ministry of Food Processing Industries,Production-Linked Incentive Scheme for Food Processing Industry,1529.8
2023-2024,2023,Budget Estimates,Revenue,Demand No. 46,Department of Health and Family Welfare,Pardhan Mantri Swasthya Suraksha Yojana,65.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 46,Department of Health and Family Welfare,National AIDS and STD Control Programme,3066.86
2023-2024,2023,Budget Estimates,Revenue,Demand No. 46,Department of Health and Family Welfare,Global Fund Grant under Covid 19 Response Mechanism 2021(EAP),25.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 46,Department of Health and Family Welfare,Family Welfare Schemes,516.6
2023-2024,2023,Budget Estimates,Revenue,Demand No. 46,Department of Health and Family Welfare,Establishment and strengthening of NCDC Branches and Health Initiatives Inter Sectoral coordination for preparation and control of Zoonotic Diseases and other neglected tropical diseases surveillance of Viral Hepatitis Anti Microbial Resistance,55.54
2023-2024,2023,Budget Estimates,Revenue,Demand No. 46,Department of Health and Family Welfare,National Pharmacovigilance Programme,8.53
2023-2024,2023,Budget Estimates,Revenue,Demand No. 46,Department of Health and Family Welfare,Development of Nursing Services,33.41
2023-2024,2023,Budget Estimates,Revenue,Demand No. 46,Department of Health and Family Welfare,Health Sector Disaster Preparedness and Response and Human Resources Development for Emergency Medical Services,75.32
2023-2024,2023,Budget Estimates,Revenue,Demand No. 46,Department of Health and Family Welfare,National Organ Transplant Programme,14.33
2023-2024,2023,Budget Estimates,Revenue,Demand No. 46,Department of Health and Family Welfare,India COVID -19 Emergency Response and Health System Preparedness Package (Phase-II) (DBS),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 46,Department of Health and Family Welfare,Pradhan Mantri Garib Kalyan Package - Insurance Scheme for Health Care Workers fighting COVID-19,0.01
2023-2024,2023,Budget Estimates,Revenue,Demand No. 46,Department of Health and Family Welfare,Pradhan Mantri Ayushman Bharat Health Infrastructure Mission (PMABHIM) (Health),531.36
2023-2024,2023,Budget Estimates,Revenue,Demand No. 46,Department of Health and Family Welfare,National Tele Mental Health Programme,133.73
2023-2024,2023,Budget Estimates,Revenue,Demand No. 46,Department of Health and Family Welfare,COVID -19 Emergency Response and Health System Preparedness Package - EAP,1.78
2023-2024,2023,Budget Estimates,Revenue,Demand No. 46,Department of Health and Family Welfare,National Digital Health Mission - NHM,341.02
2023-2024,2023,Budget Estimates,Revenue,Demand No. 47,Department of Health Research,Setting up of nation wide network of laboratories for managing epidemics and national calamities,60.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 47,Department of Health Research,Development of Infrastructure for Promotion of Health Research,80.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 47,Department of Health Research,Development of tools/support to prevent outbreaks of epidemics,10.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 47,Department of Health Research,Human Resource and Capacity Development,92.06
2023-2024,2023,Budget Estimates,Revenue,Demand No. 47,Department of Health Research,COVID-19 Emergency Response and Health System Preparedness Package-EAP,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 47,Department of Health Research,Prime Minister's Ayushman Bharat Health Infrastructure Mission (PM-ABHIM)-Bio Security Preparedness and strengthening Pandemic Research and Multi Sector and National Institutions and Platform for One Health,324.36
2023-2024,2023,Budget Estimates,Revenue,Demand No. 48,Ministry of Heavy Industries,Scheme for Faster Adoption and Manufacturing of (Hybrid and) Electric Vehicle in India - (FAME - India).,5171.97
2023-2024,2023,Budget Estimates,Revenue,Demand No. 48,Ministry of Heavy Industries,Development Council for Automobile and Allied Industries,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 48,Ministry of Heavy Industries,Production Linked Incentive (PLI) Scheme for Automobiles and Auto Components,604.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 48,Ministry of Heavy Industries,Production Linked Incentive (PLI) Scheme for National Programme on Advanced Chemistry Cell (ACC) Battery Storage,1.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 48,Ministry of Heavy Industries,Enhancement of Competitiveness in the Indian Capital Goods Sector,250.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 48,Ministry of Heavy Industries,Industry Associations and PSUs for undertaking promotional activities,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 49,Ministry of Home Affairs,Relief and Rehabilitation for migrants and repatriates,301.61
2023-2024,2023,Budget Estimates,Revenue,Demand No. 49,Ministry of Home Affairs,Freedom Fighters (pension and other benefits),653.08
2023-2024,2023,Budget Estimates,Revenue,Demand No. 49,Ministry of Home Affairs,Helicopter Services,126.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 49,Ministry of Home Affairs,Infrastructure for Disaster Management,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 49,Ministry of Home Affairs,National Cyclone Risk Mitigation Project,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 49,Ministry of Home Affairs,Other Disaster Management Schemes,251.92
2023-2024,2023,Budget Estimates,Revenue,Demand No. 49,Ministry of Home Affairs,Civic Action Programme and Media Plan,30.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 51,Police,"IVFRT (Immigration, Visa and Foreigners Registration and Tracking)",229.25
2023-2024,2023,Budget Estimates,Revenue,Demand No. 51,Police,"BSF Air Wing, Aircrafts, River Boats and Helibase",21.69
2023-2024,2023,Budget Estimates,Revenue,Demand No. 51,Police,Border Infrastructure and Management,350.61
2023-2024,2023,Budget Estimates,Revenue,Demand No. 51,Police,Police Infrastructure,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 51,Police,Narcotics Control Bureau,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 51,Police,Schemes for Safety of Women,321.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 51,Police,Indian Cyber Crime Coordination Centre,94.4
2023-2024,2023,Budget Estimates,Revenue,Demand No. 51,Police,Modernization Plan IV for Central Armed Police Forces,31.72
2023-2024,2023,Budget Estimates,Revenue,Demand No. 51,Police,Inter Operable Criminal Justice System,590.6
2023-2024,2023,Budget Estimates,Revenue,Demand No. 51,Police,Emergency Response Support System,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 51,Police,Modernization of Prisons,250.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 51,Police,Women Help Desk /Strengthening of Anti Human Trafficking Bureau,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 51,Police,Modernization of Forensic Capacities,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 60,Ministry of Housing and Urban Affairs,Metro Projects,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 60,Ministry of Housing and Urban Affairs,Kochi Metro Rail Project Phase 1 A,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 60,Ministry of Housing and Urban Affairs,Transport Planning and Capacity Building in Urban Transport,61.01
2023-2024,2023,Budget Estimates,Revenue,Demand No. 60,Ministry of Housing and Urban Affairs,National Capital Region Transport Corporation,58.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 60,Ministry of Housing and Urban Affairs,Residential,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 60,Ministry of Housing and Urban Affairs,Non-residential,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 60,Ministry of Housing and Urban Affairs,North Eastern Regional Urban Development Project (NERUDP),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 60,Ministry of Housing and Urban Affairs,Champion Services Sector Scheme - Nirman Kaushal Vikash Yojana,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 60,Ministry of Housing and Urban Affairs,Prime Minister's Street Vendors' Atmanirbhar Nidhi (PM SVANIDHI),468.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 60,Ministry of Housing and Urban Affairs,Public Health Engineering (PHE) Sector Development Scheme,2.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 61,Ministry of Information and Broadcasting,Prasar Bharati,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 61,Ministry of Information and Broadcasting,Information,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 61,Ministry of Information and Broadcasting,Films,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 61,Ministry of Information and Broadcasting,Strengthening of Broadcasting Activities,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 61,Ministry of Information and Broadcasting,Broadcasting Infrastructure Network Development,600.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 61,Ministry of Information and Broadcasting,Development Communication and Dissemination of Filmic Content,274.24
2023-2024,2023,Budget Estimates,Revenue,Demand No. 61,Ministry of Information and Broadcasting,Development Communication and Information Dissemination,200.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 61,Ministry of Information and Broadcasting,Supporting Community Radio Movement in India,5.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 62,"Department of Water Resources, River Development and Ganga Rejuvenation",Farakka Barrage Project,24.84
2023-2024,2023,Budget Estimates,Revenue,Demand No. 62,"Department of Water Resources, River Development and Ganga Rejuvenation",Dam Rehabilitation and Improvement Programme,49.76
2023-2024,2023,Budget Estimates,Revenue,Demand No. 62,"Department of Water Resources, River Development and Ganga Rejuvenation",National Ganga Plan and Ghat Works,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 62,"Department of Water Resources, River Development and Ganga Rejuvenation",National Ganga Plan,4000.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 62,"Department of Water Resources, River Development and Ganga Rejuvenation",National River Conservation Plan,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 62,"Department of Water Resources, River Development and Ganga Rejuvenation",River Basin Management,107.12
2023-2024,2023,Budget Estimates,Revenue,Demand No. 62,"Department of Water Resources, River Development and Ganga Rejuvenation",Development of Water Resources Information System,149.43
2023-2024,2023,Budget Estimates,Revenue,Demand No. 62,"Department of Water Resources, River Development and Ganga Rejuvenation",Ground Water Management and Regulation,106.22
2023-2024,2023,Budget Estimates,Revenue,Demand No. 62,"Department of Water Resources, River Development and Ganga Rejuvenation",National Hydrology Project,461.8
2023-2024,2023,Budget Estimates,Revenue,Demand No. 62,"Department of Water Resources, River Development and Ganga Rejuvenation",Research and Development and Implementation of National Water Mission,38.58
2023-2024,2023,Budget Estimates,Revenue,Demand No. 62,"Department of Water Resources, River Development and Ganga Rejuvenation",HRD/Capacity Building Programme,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 62,"Department of Water Resources, River Development and Ganga Rejuvenation",Infrastructure Development,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 62,"Department of Water Resources, River Development and Ganga Rejuvenation",Atal Bhujal Yojna,1000.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 64,Ministry of Labour and Employment,Labour and Employment Statistical System (LESS),110.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 64,Ministry of Labour and Employment,Labour Welfare Scheme,75.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 64,Ministry of Labour and Employment,Bima Yojana for Unorganised Workers,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 64,Ministry of Labour and Employment,"Employees Pension Scheme, 1995",9167.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 64,Ministry of Labour and Employment,Social Security for Plantation Workers in Assam,60.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 64,Ministry of Labour and Employment,Pradhan Mantri Shram Yogi Maandhan,350.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 64,Ministry of Labour and Employment,Pradhan Mantri Karam Yogi Maandhan,3.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 64,Ministry of Labour and Employment,Aatmanirbhar Bharat Rojgar Yojana,2272.82
2023-2024,2023,Budget Estimates,Revenue,Demand No. 64,Ministry of Labour and Employment,National database for Unorganized Workers,300.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 64,Ministry of Labour and Employment,National Child Labour Project including grants in aid to voluntary agencies and reimbursement of assistance to bonded labour,20.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 64,Ministry of Labour and Employment,"Coaching and Guidance for SC,ST and Other Backward Classes",24.5
2023-2024,2023,Budget Estimates,Revenue,Demand No. 64,Ministry of Labour and Employment,National Career Services,52.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 65,Law and Justice,Designing Innovative Solutions for Holistic Access to Justice in India(DISHA),40.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 65,Law and Justice,e-Courts Phase II,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 65,Law and Justice,e-Courts Phase III,0.01
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Khadi Grant (KG),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Scheme for Fund for Regeneration of Traditional Industries (SFURTI),280.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Coir Vikas Yojana,92.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Solar Charkha Mission,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Khadi Vikas Yojana,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Gramodyog Vikas Yojana,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Khadi Gramodyog Vikas Yojana,917.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises","ASPIRE (Promotion of Innovation, Rural Industry and Entrepreneurship)",22.23
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Credit Linked Capital Subsidy and Technology Upgradation Scheme,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",MSME Champions Scheme,52.72
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Prime Minister Employment Generation Programme (PMEGP),2700.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Credit Support Programme,500.08
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Interest Subvention Scheme for Incremental Credit to MSMEs,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Distressed Assets Fund,0.04
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Guarantee Emergency Credit Line (GECL) facility to eligible MSME borrowers,14100.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Credit Linked Capital Subsidy (CLCS),1.06
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Procurement and Marketing Support Scheme,96.35
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",International Cooperation Scheme,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises","Studies, Publicity & International Cooperation (SPIC)",36.07
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Mahatma Gandhi Institute for Rural Industrialisation,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Promotional Services Institutions and Programme,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises","Information, Education and Communication",0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Assistance to Training Institutions,30.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Fund of Funds,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Entrepreneurship cum Skill Development Programme (ESDP),80.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Infrastructure Development and Capacity Building,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Infrastructure Development and Capacity Building.,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Establishment of New Technology Centres,450.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Infrastructure Development and Capacity Building- EAP Component,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Technology Centre Systems Programme (TCSP) EAP,350.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Construction of Office Accomodation- Capital Outlay on Public Works,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Raising and Accelerating MSME Performance - RAMP,1170.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Micro and Small Enterprise-Cluster Development Programme (MSE-CDP),150.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Tool Rooms & Technical Institutions (TR/TIs),100.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Promotion of MSMEs in NER and Sikkim,50.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",Database Research Evaluation and Other Office Support Programme,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises","Survey, Studies and Policy Research",0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 68,"Ministry of Micro, Small and Medium Enterprises",National Schedule Caste/Schedule Tribe Hub Centre,100.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 70,Ministry of Minority Affairs,Quami Waqf Board Taraqqiati Scheme and Sahari Waqf Sampati Vikas Yojna,17.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 70,Ministry of Minority Affairs,Education  Empowerment,1689.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 70,Ministry of Minority Affairs,Skill  Development and Livelihoods,3.4
2023-2024,2023,Budget Estimates,Revenue,Demand No. 70,Ministry of Minority Affairs,Special  Programmes of Minorities,26.1
2023-2024,2023,Budget Estimates,Revenue,Demand No. 70,Ministry of Minority Affairs,PM-Viraasat Ka Samvardhan (PM VIKAS),540.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Solar Power (Off-Grid),361.5
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Other Renewable Energy Applications (OREA),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Interest Payment and Issuing Expenses on the Bonds,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Hydro Power (Grid),30.0
